head,slug,canonical_url,discussed,books,pages,wikidata,viaf,gnd,geonames
итальянский,italyanskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/italyanskii/,1,mumintroll,64 75 90 113 180,,,,
китайский,kitaiskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/kitaiskii/,1,mumintroll,90 94 118 145 168 177 181 187 210,,,,
коптский,koptskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/koptskii/,,mumintroll,86,,,,
крымско-готский,krymsko-gotskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/krymsko-gotskii/,,mumintroll,184,,,,
курский говор,kurskii-govor,https://gasyoun.github.io/BookIndex/languages/list/item/languages/kurskii-govor/,,mumintroll,196,,,,
кыпчакский,kypchakskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/kypchakskii/,,mumintroll,186,,,,
латинский,latinskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/latinskii/,1,mumintroll,56 60 64 68 71 81 95 113 115 117 118 154 158 172 177 185 231 232 245 332 348,,,,
латынь,latyn,https://gasyoun.github.io/BookIndex/languages/list/item/languages/latyn/,1,mumintroll,20 56 64 68 69 70 76 113 115 116 118 119 131 134 136 149 152 171 173 174 180 185 189 192 210 239 245 272 339 352 389,,,,
Латынь,latyn-2,https://gasyoun.github.io/BookIndex/languages/list/item/languages/latyn-2/,,mumintroll,,,,,
латышский,latyshskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/latyshskii/,1,mumintroll,180 238,,,,
литовский,litovskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/litovskii/,1,mumintroll,65 112 140 151 152 180 206,,,,
лужицкие,luzhitskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/luzhitskie/,1,mumintroll,147 180,,,,
македонский,makedonskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/makedonskii/,,mumintroll,180,,,,
маори,maori,https://gasyoun.github.io/BookIndex/languages/list/item/languages/maori/,,mumintroll,119,,,,
немецкий,nemetskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/nemetskii/,1,mumintroll,11 20 57 60 69 72 74 76 85 173 180 183 185 189 190 191 214 219 242 269 331 340 348,,,,
Немецкий язык,nemetskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/nemetskii-yazyk/,,mumintroll,,,,,
новгородский,novgorodskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/novgorodskii/,1,mumintroll,8 57 179 196 200 208 279 285 288 294 306 310 316,,,,
новгородско-псковский диалект,novgorodsko-pskovskii-dialekt,https://gasyoun.github.io/BookIndex/languages/list/item/languages/novgorodsko-pskovskii-dialekt/,1,mumintroll,201 208 209,,,,
новогреческий,novogrecheskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/novogrecheskii/,1,mumintroll,112 180,,,,
новозеландский,novozelandskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/novozelandskii/,,mumintroll,119,,,,
новоиндийские,novoindiiskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/novoindiiskie/,,mumintroll,172,,,,
норвежский,norvezhskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/norvezhskii/,1,mumintroll,76 82 180 250,,,,
ностратические,nostraticheskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/nostraticheskie/,1,mumintroll,180 232,,,,
пали,pali,https://gasyoun.github.io/BookIndex/languages/list/item/languages/pali/,,mumintroll,173,,,,
папуасский,papuasskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/papuasskii/,,mumintroll,130,,,,
персидский,persidskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/persidskii/,1,mumintroll,55 185 187 189 208 211 226,,,,
позднелатинский,pozdnelatinskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/pozdnelatinskii/,,mumintroll,64,,,,
половцев язык,polovtsev-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/polovtsev-yazyk/,,mumintroll,186,,,,
польский,polskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/polskii/,1,mumintroll,76 107 108 110 125 180 183 189 190 205 238 300 346 353,,,,
Польский язык,polskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/polskii-yazyk/,,mumintroll,,,,,
португальский,portugalskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/portugalskii/,1,mumintroll,115 180 191,,,,
прагерманский,pragermanskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/pragermanskii/,1,mumintroll,73 76,,,,
праиндоевропейский,praindoevropeiskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/praindoevropeiskii/,1,mumintroll,73 112 113 124 125 137 184,,,,
праславянский,praslavyanskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/praslavyanskii/,1,mumintroll,76 109 111 184 186,,,,
псковский говор,pskovskii-govor,https://gasyoun.github.io/BookIndex/languages/list/item/languages/pskovskii-govor/,1,mumintroll,209 301,,,,
раннероманские,ranneromanskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/ranneromanskie/,,mumintroll,115,,,,
раннефранцузский,rannefrantsuzskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/rannefrantsuzskii/,,mumintroll,64,,,,
романские,romanskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/romanskie/,1,mumintroll,37 56 64 68 126 134 180 189 192,,,,
ростово-суздальско- владимирско-московско-рязанский диалект,rostovo-suzdalsko-vladimirsko-moskovsko-ryazanskii-dialekt,https://gasyoun.github.io/BookIndex/languages/list/item/languages/rostovo-suzdalsko-vladimirsko-moskovsko-ryazanskii-dialekt/,,mumintroll,202,,,,
румынский,rumynskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/rumynskii/,1,mumintroll,64 113 180,,,,
русский,russkii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/russkii/,1,mumintroll,4 5 8 14 15 16 17 18 20 21 22 23 24 26 28 30 32 34 38 40 42 44 45 46 48 50 52 55 57 59 63 64 65 67 68 72 77 78 79 83 84 87 88 90 93 96 97 100 102 104 106 107 114 116 119 123 125 126 130 131 135 138 140 146 147 151 153 159 160 161 166 170 174 176 177 178 179 180 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 198 200 201 202 204 206 207 208 209 211 214 217 219 220 223 225 226 231 233 236 237 238 239 241 243 244 245 246 247 248 249 250 252 253 254 256 257 258 259 260 262 264 266 267 268 270 271 300 306 314 320 327 328 331 332 333 334 335 337 339 340 342 344 346 348 352 353 361 362 363 364 365 367 369 370 371 372 373 374 376 378 381 383 385 386 389 391,,,,
санскрит,sanskrit,https://gasyoun.github.io/BookIndex/languages/list/item/languages/sanskrit/,1,mumintroll,4 21 23 74 112 124 134 136 138 146 147 149 151 153 159 163 165 168 170 175 185 192 342,,,,
семито-хамитские,semito-khamitskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/semito-khamitskie/,,mumintroll,87,,,,
семитские,semitskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/semitskie/,1,mumintroll,185 214,,,,
сербский,serbskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/serbskii/,1,mumintroll,22 39 76 107 110 145 180 257,,,,
Сербский язык,serbskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/serbskii-yazyk/,,mumintroll,,,,,
сибирский говоры,sibirskii-govory,https://gasyoun.github.io/BookIndex/languages/list/item/languages/sibirskii-govory/,,mumintroll,196,,,,
скифский,skifskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/skifskii/,,mumintroll,52,,,,
славянские,slavyanskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/slavyanskie/,1,mumintroll,22 37 39 57 62 76 84 105 107 109 111 112 123 146 147 161 178 180 184 186 187 192 249 256 258 296 300 320 342 346,,,,
словацкий,slovatskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/slovatskii/,1,mumintroll,39 180,,,,
словенский,slovenskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/slovenskii/,1,mumintroll,76 107 110 145 147 180 255 256,,,,
среднеиндийские,sredneindiiskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/sredneindiiskie/,1,mumintroll,133 173,,,,
среднерусский период,srednerusskii-period,https://gasyoun.github.io/BookIndex/languages/list/item/languages/srednerusskii-period/,,mumintroll,333,,,,
среднефранцузский,srednefrantsuzskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/srednefrantsuzskii/,,mumintroll,64,,,,
старобелорусский,starobelorusskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/starobelorusskii/,,mumintroll,206,,,,
старорусский,starorusskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/starorusskii/,,mumintroll,375,,,,
старославянский,staroslavyanskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/staroslavyanskii/,,mumintroll,22,,,,
старофранцузский,starofrantsuzskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/starofrantsuzskii/,1,mumintroll,69 115 126,,,,
татарский,tatarskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/tatarskii/,1,mumintroll,186 187 211 238,,,,
тосканский диалект,toskanskii-dialekt,https://gasyoun.github.io/BookIndex/languages/list/item/languages/toskanskii-dialekt/,,mumintroll,192,,,,
турецкий,turetskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/turetskii/,1,mumintroll,185 188 210 211 238,,,,
тюркские,tyurkskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/tyurkskie/,1,mumintroll,186 187,,,,
украинский,ukrainskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/ukrainskii/,1,mumintroll,107 125 137 147 161 177 179 180 196 198 203 204 206 256 300 373 374,,,,
финский,finskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/finskii/,1,mumintroll,59 62 83 84 118 190 365,,,,
французский,frantsuzskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/frantsuzskii/,1,mumintroll,9 12 17 37 56 64 65 67 69 70 75 80 82 83 84 85 87 90 93 94 113 116 118 119 124 125 128 139 152 170 173 177 180 183 187 188 189 191 220 238 244 272 329 331 348 363 376,,,,
Французский язык,frantsuzskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/frantsuzskii-yazyk/,,mumintroll,,,,,
хинди,khindi,https://gasyoun.github.io/BookIndex/languages/list/item/languages/khindi/,1,mumintroll,139 142 174,,,,
церковнославянский,tserkovnoslavyanskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/tserkovnoslavyanskii/,1,mumintroll,160 192 196,,,,
Церковнославянский язык,tserkovnoslavyanskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/tserkovnoslavyanskii-yazyk/,,mumintroll,,,,,
чагатайский,chagataiskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/chagataiskii/,,mumintroll,186,,,,
чешский,cheshskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/cheshskii/,1,mumintroll,39 76 125 145 180 238 305,,,,
Чешский язык,cheshskii-yazyk,https://gasyoun.github.io/BookIndex/languages/list/item/languages/cheshskii-yazyk/,,mumintroll,,,,,
чувашский,chuvashskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/chuvashskii/,,mumintroll,186,,,,
чукотский,chukotskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/chukotskii/,,mumintroll,90,,,,
шведский,shvedskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/shvedskii/,1,mumintroll,76 131 180 190 246 366,,,,
эсперанто,esperanto,https://gasyoun.github.io/BookIndex/languages/list/item/languages/esperanto/,1,mumintroll,127 129,,,,
Эстонии языки,estonii-yazyki,https://gasyoun.github.io/BookIndex/languages/list/item/languages/estonii-yazyki/,,mumintroll,135,,,,
эстонский,estonskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/estonskii/,,mumintroll,60,,,,
этрусский,etrusskii,https://gasyoun.github.io/BookIndex/languages/list/item/languages/etrusskii/,1,mumintroll,63 121,,,,
южновеликорусский говоры,yuzhnovelikorusskii-govory,https://gasyoun.github.io/BookIndex/languages/list/item/languages/yuzhnovelikorusskii-govory/,,mumintroll,206,,,,
южнославянские,yuzhnoslavyanskie,https://gasyoun.github.io/BookIndex/languages/list/item/languages/yuzhnoslavyanskie/,1,mumintroll,180 199,,,,
